Experiment,Final Reward,Max Reward,Mean Reward,Reward Std,Mean Episode Length,Mean Steps/sec
metrics_001_envrunner,127.79000000000008,151.39,82.10043055555555,35.05970465709116,703.3360138888888,44.933081579343
metrics_002_envrunners,128.28750000000002,257.5375,86.55265410958904,60.64286957591198,730.6539697488585,57.326693909519115
metrics_008_envrunners,120.32500000000002,151.4375,85.81225340136055,37.92548127820646,794.9601573129253,71.02742005495423
metrics_032_envrunners,171.8125,176.59375,106.53732073011734,58.94926965460424,630.1186033246414,72.87489488745433
metrics_096_envrunners,104.08333333333333,104.08333333333333,52.108100221309996,25.830408052200625,585.9487801162471,73.7251977142047
metrics_104envrunners_2hosts,52.63461538461539,52.63461538461539,25.95306044842719,11.022670900842188,483.5802769127518,78.74916946138404
metrics_200envrunners_2hosts,83.47,83.47,53.44504496569904,21.77068253857407,562.997236114889,74.65190210211168
